ID	protein_product	biological_class	mRNA_expression	protein_expression	length	GC
VNG_1839H	DUF1611 family protein	General function prediction only	2.194959084593563	2.1900669211830173	1014	0.7209072978303748
VNG_1842H	uncharacterized protein	Translation, ribosomal structure and biogenesis	1.9314679215693096	2.2878686041831577	882	0.7233560090702947
VNG_1843C	ArsR family transcription regulator	Transcription	2.6031403519481473	2.318434126136648	657	0.6864535768645358
VNG_1844G	glutamyl-tRNA(Gln) amidotransferase subunit D	Amino acid transport and metabolism	2.9576987663649446	3.482268337906361	1284	0.7095015576323987
VNG_1845C	GNAT family acetyltransferase	Transcription	2.8666797218516322	3.1586655779343644	933	0.729903536977492
VNG_1846C	glycerophosphodiester phosphodiesterase	Lipid transport and metabolism	1.7100960093887692	2.137343739692296	732	0.7609289617486339
VNG_1847G	ion channel pore / TrkA domain protein	Inorganic ion transport and metabolism	2.337881231158256	2.050054230222081	1167	0.7309340188517567
VNG_1848H	ubiquitin-like modifier protein SAMP1	Coenzyme transport and metabolism	NA	NA	276	0.717391304347826
VNG_1849H	HPP domain protein	Signal transduction mechanisms	NA	NA	1467	0.7184730743012951
VNG_1850G	uridine phosphorylase	Nucleotide transport and metabolism	3.1900701466371038	3.633377264945534	777	0.694980694980695
VNG_1851G	PfkB family kinase	Carbohydrate transport and metabolism	1.832020140707512	1.9269351134020105	888	0.740990990990991
VNG_1852H	DUF63 family protein	Function unknown	NA	NA	819	0.7594627594627594
VNG_1853G	ribose-1,5-bisphosphate isomerase	Carbohydrate transport and metabolism	2.334892705388818	3.143380114072097	945	0.7206349206349206
VNG_1856G	transducer protein BasT	Function unknown	2.677187354080662	2.7530966262714567	2418	0.69520264681555
VNG_1857C	chemotactic signal transduction systemperiplasmic substrate-binding protein BasB	Amino acid transport and metabolism	2.386166831907203	2.1961825085773667	1242	0.7262479871175523
VNG_1859G	deoxyribose-phosphate aldolase	Nucleotide transport and metabolism	1.8168185667649523	2.7768337493261037	639	0.7089201877934272
VNG_1861C	MiaB-like tRNA modifying enzyme	Translation, ribosomal structure and biogenesis	3.1159579725515547	2.398799795362439	1299	0.6836027713625866
VNG_1862G	transport protein (probable substratezinc/cadmium/cobalt)	Inorganic ion transport and metabolism	NA	NA	900	0.6988888888888889
VNG_1864G	histidine triad family protein (homolog tobis(5'-nucleosyl)-tetraphosphatase)	Nucleotide transport and metabolism	2.4751543447033724	2.579614800557919	546	0.6794871794871795
VNG_1865H	small CPxCG-related zinc finger protein	Function unknown	NA	NA	201	0.6318407960199005
VNG_1866G	methionine aminopeptidase	Translation, ribosomal structure and biogenesis	3.017228267837135	3.584405537969472	891	0.7104377104377104
VNG_1867G	ABC-type transport system permease protein	Amino acid transport and metabolism	NA	NA	816	0.7034313725490197
VNG_1868G	ABC-type transport system permease protein	Amino acid transport and metabolism	NA	NA	894	0.7046979865771812
VNG_1869C	ABC-type transport system periplasmicsubstrate-binding protein	Amino acid transport and metabolism	2.1054728062768056	2.454292360643077	1098	0.6848816029143898
VNG_1871G	ABC-type transport system ATP-binding protein	Function unknown	1.4076269356933646	1.6128310077690278	1125	0.7217777777777777
VNG_1872C	asparaginase family protein	Amino acid transport and metabolism	NA	NA	885	0.7570621468926554
VNG_1873G	isocitrate dehydrogenase (NADP)	Energy production and conversion	3.7947535018355913	4.661095550528363	1269	0.6800630417651694
VNG_1874C	uncharacterized protein	Cell motility	2.4705663748272553	1.7793590322313773	525	0.7352380952380952
VNG_1875G	hydroxymethylglutaryl-CoA reductase (NADPH)	Lipid transport and metabolism	3.1063058105810852	3.6037484063269734	1218	0.7298850574712644
VNG_1877C	UPF0045 family protein	Function unknown	2.6932476720138623	2.1493559479760878	318	0.6729559748427673
VNG_1879G	ABC-type transport system periplasmicsubstrate-binding protein (probable substrate thiamine)	Coenzyme transport and metabolism	2.8562511325081332	2.3300595976477645	1149	0.6858137510879025
VNG_1880C	amidohydrolase domain protein	General function prediction only	1.987308925535076	2.763191859425603	1521	0.7357001972386588
VNG_1882G	quinolinate synthase A	Coenzyme transport and metabolism	2.102487165955661	1.6352694800328145	1125	0.672
VNG_1883G	L-aspartate oxidase	Coenzyme transport and metabolism	NA	NA	1530	0.7437908496732026
VNG_1884G	nicotinate-nucleotide pyrophosphorylase(carboxylating)	Coenzyme transport and metabolism	NA	NA	807	0.7447335811648079
VNG_1886a	Smr family transport protein	Function unknown	NA	NA	339	0.6873156342182891
VNG_1886C	TrmB family transcription regulator	Transcription	NA	NA	792	0.7373737373737373
VNG_1887G	phosphoglycerate mutase,2,3-biphosphateglycerate-independent type	Carbohydrate transport and metabolism	2.600119457732005	2.6323572110636957	1527	0.7275703994760969
VNG_1889H	small CPxCG-related zinc finger protein	Function unknown	NA	NA	255	0.6901960784313725
VNG_1890H	uncharacterized protein	Function unknown	NA	NA	447	0.5503355704697986
VNG_1891H	NurA domain protein	Function unknown	1.589128779522782	NA	1239	0.6981436642453591
VNG_1893G	ABC-type transport system ATP-binding protein	Defense mechanisms	2.145035778649285	1.5988900089328546	750	0.6893333333333334
VNG_1894C	uncharacterized protein	Defense mechanisms	NA	NA	1608	0.7332089552238806
VNG_1895H	uncharacterized protein	Function unknown	2.258241552124179	2.007734471362548	348	0.7068965517241379
VNG_1896C	arNOG05179 family protein (DUF87-relatedAAA-type ATPase)	Replication, recombination and repair	2.184646219035499	2.3777854947605865	1800	0.6877777777777778
VNG_1898C	UspA domain protein	Signal transduction mechanisms	3.370844950715368	3.306365190713691	426	0.6525821596244131
VNG_1899G	KaiC domain protein	Function unknown	2.777594435259529	2.450680489009785	1200	0.685
VNG_1900C	probable NAD kinase (polyphosphate/ATP)	Coenzyme transport and metabolism	2.510068381205098	2.3126286496219044	849	0.7326266195524146
VNG_1901C	GTP cyclohydrolase MptA	Coenzyme transport and metabolism	2.899304310245876	3.4686409604556676	936	0.6677350427350427
VNG_1902H	DUF4870 family protein	Function unknown	NA	NA	861	0.7096399535423926
VNG_1903C	TrmB family transcription regulator	Function unknown	2.665694181209403	2.598081045432339	801	0.6666666666666666
VNG_1904H	uncharacterized protein	Function unknown	NA	NA	102	0.696078431372549
VNG_1905C	YyaL family protein	Posttranslational modification, protein turnover, chaperones	2.137424479451995	2.9061048029594136	1581	0.7394054395951929
VNG_1906H	FxsA domain protein	Defense mechanisms	NA	NA	558	0.7007168458781362
VNG_1907H	uncharacterized protein	Function unknown	NA	NA	321	0.6915887850467289
VNG_1910H	uncharacterized protein	Function unknown	NA	NA	267	0.6292134831460674
VNG_1911G	siroheme decarboxylase AhbA	Transcription	2.932803918412136	3.1749734379438665	1038	0.6714836223506744
VNG_1912G	probable phosphoribosyltransferase (homolog toanthranilate phosphoribosyltransferase)	Amino acid transport and metabolism	3.1876162000254196	3.9665638261650593	1059	0.6864966949952785
VNG_1914G	CYPL-type peptidylprolyl isomerase	Posttranslational modification, protein turnover, chaperones	3.410607776254104	3.732746481612784	543	0.6869244935543278
VNG_1916H	uncharacterized protein	Energy production and conversion	3.5024325594638577	1.722453525281384	342	0.6812865497076024
VNG_1917H	UCP030561 family protein	Function unknown	NA	NA	354	0.692090395480226
VNG_1918C	(S)-3-O-geranylgeranylglyceryl phosphatesynthase 2	Lipid transport and metabolism	2.1691671761723925	2.6563447125189366	762	0.6706036745406824
VNG_1919H	putative fluoride ion transport protein CrcB	Cell cycle control, cell division, chromosome partitioning	NA	NA	360	0.7638888888888888
VNG_1920H	uncharacterized protein	Function unknown	1.6012220244386317	2.2683851730665854	477	0.7044025157232704
VNG_1921H	putative fluoride ion transport protein CrcB	Cell cycle control, cell division, chromosome partitioning	NA	NA	387	0.7338501291989664
VNG_1922G	Lrp/AsnC family transcription regulator	Transcription	2.9311768576856436	3.0583560727224053	228	0.631578947368421
VNG_1924G	TrkA domain protein	Inorganic ion transport and metabolism	2.54580768783072	3.3051469536798037	678	0.6843657817109144
VNG_1925H	Lrp/AsnC family transcription regulator	Transcription	2.5850748918566246	2.0515888793440213	240	0.6291666666666667
VNG_1926G	probable branched-chain amino acid dehydrogenaseE1 component alpha subunit	Energy production and conversion	3.4525476148369867	3.6147041627217784	1047	0.6886341929321872
VNG_1927H	uncharacterized protein	Function unknown	NA	NA	327	0.654434250764526
VNG_1929G	thymidylate kinase	Nucleotide transport and metabolism	2.613242539789823	2.4720446937057554	600	0.7083333333333334
VNG_1932G	arNOG06768 family NADH-binding domain protein	General function prediction only	2.905601318756204	3.208456248141984	888	0.6959459459459459
VNG_1933G	FtsZ family protein CetZ, type III	Cell cycle control, cell division, chromosome partitioning	3.882088915326502	3.938409934356968	1185	0.6523206751054852
VNG_1934H	uncharacterized protein	Function unknown	3.827366347051807	3.359878242961936	795	0.6716981132075471
VNG_1935C	2-phospho-L-lactate guanylyltransferase	Coenzyme transport and metabolism	NA	NA	630	0.7285714285714285
VNG_1937C	7,8-didemethyl-8-hydroxy-5-deazariboflavinsynthase	Coenzyme transport and metabolism	2.2093508379861304	2.215623028542419	1104	0.707427536231884
VNG_1938C	5-amino-6-(D-ribitylamino)uracil--L-tyrosine4-hydroxyphenyl transferase	Coenzyme transport and metabolism	NA	NA	1362	0.6886930983847284
VNG_1939G	phosphoribosylaminoimidazole-succinocarboxamidesynthase	Nucleotide transport and metabolism	3.359811939002614	3.4418858302659276	1017	0.7000983284169124
VNG_1940H	uncharacterized protein	Function unknown	NA	NA	246	0.6910569105691057
VNG_1941C	TIGR01210 family protein	General function prediction only	3.0769085932238136	2.9734836448460844	1080	0.6861111111111111
VNG_1942H	uncharacterized protein	Function unknown	3.719169976295915	2.126313933988927	339	0.7138643067846607
VNG_1943H	uncharacterized protein	Function unknown	NA	NA	168	0.625
VNG_1944C	phosphoribosylformylglycinamidine synthasesubunit PurS	Nucleotide transport and metabolism	3.7309676269909695	4.0128831192619545	255	0.6823529411764706
VNG_1945G	phosphoribosylformylglycinamidine synthasesubunit PurQ	Nucleotide transport and metabolism	3.3246176504671388	2.870050700990945	675	0.7377777777777778
VNG_1946G	formyltetrahydrofolate deformylase	Nucleotide transport and metabolism	2.362494114686993	3.077594721160268	912	0.7039473684210527
VNG_1948H	AlkP-core domain protein	Inorganic ion transport and metabolism	2.4500768426167374	1.8854694002564982	915	0.6961748633879782
VNG_1949G	CBS domain protein	General function prediction only	NA	NA	432	0.6990740740740741
VNG_1951G	S8 family serine protease	Defense mechanisms	NA	NA	1758	0.6882821387940842
VNG_1952H	probable secreted glycoprotein	Function unknown	NA	NA	774	0.6950904392764858
VNG_1953C	probable secreted glycoprotein	Defense mechanisms	NA	NA	4092	0.6911045943304008
VNG_1954H	homolog to phage PhiH1 repressor protein	Transcription	2.5912248139169844	2.5584430678735317	282	0.624113475177305
VNG_1956H	spurious ORF	Function unknown	NA	NA	498	0.6144578313253012
VNG_1957G	archaeosine synthase	Translation, ribosomal structure and biogenesis	2.157410406118875	2.9793510511269603	1758	0.7229806598407281
VNG_1959G	tRNA-guanine(15) transglycosylase	Translation, ribosomal structure and biogenesis	2.5644855030499007	2.880700915109858	1476	0.7018970189701897
VNG_1960H	uncharacterized protein	Function unknown	2.7259901223690517	2.9958523029594324	171	0.6608187134502924
VNG_1962C	NUDIX family hydrolase	Replication, recombination and repair	2.4005684733858277	2.8523118220311017	543	0.716390423572744
VNG_1963H	spurious ORF	Function unknown	NA	NA	570	0.7052631578947368
VNG_1964H	Orc1-type DNA replication protein	Replication, recombination and repair	2.509043712175666	1.9425458478140643	1173	0.7519181585677749
VNG_1965H	uncharacterized protein	Function unknown	3.1711776994333536	1.6800570128657824	1050	0.7028571428571428
VNG_1967G	glycerol kinase	Energy production and conversion	3.353920438430736	3.789716955088203	1533	0.680365296803653
VNG_1969G	glycerol-3-phosphate dehydrogenase subunit A	Energy production and conversion	2.272534723021303	2.3138108070842067	1713	0.7034442498540572
VNG_1971G	glycerol-3-phosphate dehydrogenase subunit B	Amino acid transport and metabolism	1.8778126595469429	2.5996706506476333	1284	0.7305295950155763
VNG_1972G	glycerol-3-phosphate dehydrogenase subunit C	Energy production and conversion	2.350739335363435	2.5766059574646274	1398	0.6623748211731044
VNG_1973H	uncharacterized protein	Function unknown	NA	NA	633	0.5592417061611374
VNG_1974H	DUF1628 domain protein	Cell motility	NA	NA	522	0.6839080459770115
VNG_1976H	homolog to phage PhiH1 repressor protein	Transcription	NA	NA	234	0.5
VNG_1977H	AAA-4 family protein	Transcription	2.541460124842855	2.6973645636307504	912	0.44298245614035087
VNG_1978H	uncharacterized protein	Function unknown	NA	NA	420	0.4595238095238095
VNG_1980C	tRNA (pseudouridine(54)-N(1))-methyltransferase	Translation, ribosomal structure and biogenesis	2.244305003748744	2.4206286610532484	591	0.7055837563451777
VNG_1982C	tRNA pseudouridine synthase Pus10	Translation, ribosomal structure and biogenesis	2.013328079172572	2.9610986163751694	1278	0.7034428794992176
VNG_1983H	spurious ORF	Function unknown	NA	NA	1485	0.7191919191919192
VNG_1984G	ribonuclease H, type 2	Replication, recombination and repair	NA	NA	639	0.7402190923317684
VNG_1985C	probable NhaC-type sodium/proton antiporter	Energy production and conversion	2.4367617029055464	1.9618816674534543	1611	0.6641837368094351
VNG_1986C	endonuclease NucS	Replication, recombination and repair	1.8874503786139465	2.3927683087034852	753	0.6772908366533864
VNG_1987G	protein-export membrane protein SecD	Intracellular trafficking, secretion, and vesicular transport	3.30671893146837	3.522596473023252	1530	0.677124183006536
VNG_1988G	protein-export membrane protein SecF	Intracellular trafficking, secretion, and vesicular transport	3.2444164745284607	3.2061300433774464	855	0.6222222222222222
VNG_1989H	uncharacterized protein	Function unknown	2.8620131963237205	3.136178232181586	474	0.6856540084388185
VNG_1991H	uncharacterized protein	Function unknown	NA	NA	543	0.6942909760589319
VNG_1992G	glucose-6-phosphate isomerase	Carbohydrate transport and metabolism	2.034872374356748	2.9350431499172873	1281	0.7369242779078845
VNG_1993H	Abi/CAAX domain protein	Amino acid transport and metabolism	NA	NA	1050	0.7352380952380952
VNG_1994C	rRNA maturation endonuclease Nob1	Translation, ribosomal structure and biogenesis	3.067401000734685	1.9011480282842972	462	0.7229437229437229
VNG_1995C	PRC domain protein	General function prediction only	2.979382982295257	3.559986426704912	240	0.6333333333333333
VNG_1997G	translation initiation factor aIF-5B(bacterial-type IF2)	Translation, ribosomal structure and biogenesis	2.7720810313454685	3.371391754318584	1803	0.677759290072102
VNG_1998H	uncharacterized protein	Function unknown	3.114692826894497	2.2431414548146993	366	0.7076502732240437
VNG_1999H	pyruvoyl-dependent arginine decarboxylase	Amino acid transport and metabolism	3.382583789593252	3.3341016197686457	483	0.7267080745341615
